soc_code,occ_title,emp_2024,emp_2034,pct_chg_2024_2034,openings_2024_2034,median_wage_2024,education_2024,emp_2021,emp_2031,pct_chg_2021_2031,openings_2021_2031,bls_merge,revision_pp,aioe_felten,gpts_dv_rating_alpha,gpts_dv_rating_beta,gpts_dv_rating_gamma,gpts_human_rating_alpha,gpts_human_rating_beta,gpts_human_rating_gamma,aei_observed_exposure,n_onet_tasks,mean_task_importance,aei_claude_usage_share,gpts_task_alpha_mean,gpts_task_beta_mean,gpts_task_gamma_mean
21-2021,"Directors, religious activities and education",138.9,141.8,2.1,13.8,54840.0,Bachelor's degree,160.8,166.6,3.6,17.7,both_vintages,-1.5,1.210922,0.1515151515151515,0.4393939393939394,0.7272727272727273,0.303030303030303,0.4545454545454546,0.6060606060606061,0.153,19.0,3.646842105263158,0.0562838678931344,0.15789473684210525,0.42105263157894735,0.6842105263157895
21-2099,"Religious workers, all other",88.4,89.0,0.6,11.1,45120.0,Bachelor's degree,73.7,76.6,3.8,10.0,both_vintages,-3.1999999999999997,,,,,,,,,,,,,,
23-1011,Lawyers,864.8,900.7,4.1,31.5,151160.0,Doctoral or professional degree,833.1,913.3,9.6,48.7,both_vintages,-5.5,1.328783,0.0,0.425,0.8500000000000001,0.15,0.475,0.8,0.1673,22.0,4.082272727272727,0.1037348660074194,0.0,0.42857142857142855,0.8571428571428571
23-1012,Judicial law clerks,14.5,14.9,2.5,1.0,60400.0,Doctoral or professional degree,16.2,16.2,-0.5,1.1,both_vintages,3.0,1.462973,0.1379310344827586,0.5172413793103449,0.896551724137931,0.0,0.4482758620689655,0.896551724137931,0.1704,18.0,3.6127777777777776,0.061624672875694494,0.16666666666666666,0.5,0.8333333333333334
23-1021,"Administrative law judges, adjudicators, and hearing officers",17.5,17.4,-0.7,0.5,115230.0,Doctoral or professional degree,14.5,14.1,-2.8,0.6,both_vintages,2.0999999999999996,1.374714,0.1538461538461538,0.5,0.8461538461538463,0.0769230769230769,0.3461538461538461,0.6153846153846154,0.3048,14.0,4.311428571428571,0.196377290897214,0.14285714285714285,0.5,0.8571428571428571
23-1022,"Arbitrators, mediators, and conciliators",9.1,9.5,4.3,0.3,67710.0,Bachelor's degree,8.9,9.5,6.2,0.5,both_vintages,-1.9000000000000004,1.431593,0.0967741935483871,0.5,0.9032258064516128,0.0967741935483871,0.3709677419354839,0.6451612903225806,0.2426,20.0,3.8560000000000003,0.1120541968456381,0.1,0.5,0.9
23-1023,"Judges, magistrate judges, and magistrates",27.3,28.0,2.5,0.9,156210.0,Doctoral or professional degree,28.5,28.4,-0.6,1.3,both_vintages,3.1,1.496494,0.0,0.4166666666666666,0.8333333333333333,0.0555555555555555,0.25,0.4444444444444444,0.3109,21.0,4.286190476190477,0.0360504336322812,0.0,0.40476190476190477,0.8095238095238095
23-2011,Paralegals and legal assistants,376.2,376.8,0.2,39.3,61010.0,Associate's degree,352.8,402.7,14.1,45.8,both_vintages,-13.9,1.292055,0.2,0.525,0.8500000000000001,0.05,0.45,0.8500000000000001,0.2927,12.0,3.61,0.0030812336437847,0.14285714285714285,0.5714285714285714,1.0
23-2093,"Title examiners, abstractors, and searchers",57.4,58.5,2.0,5.4,54980.0,High school diploma or equivalent,61.2,62.4,1.9,6.0,both_vintages,0.10000000000000009,1.279954,0.2142857142857142,0.5714285714285714,0.9285714285714284,0.25,0.5535714285714285,0.8571428571428571,0.0216,16.0,4.160625,0.0,0.1875,0.5625,0.9375
23-2099,"Legal support workers, all other",51.3,50.7,-1.2,4.7,68760.0,Associate's degree,52.7,52.5,-0.4,5.9,both_vintages,-0.7999999999999999,,,,,,,,,,,,,,
25-1011,"Business teachers, postsecondary",103.1,109.0,5.7,8.1,97270.0,Doctoral or professional degree,103.4,109.8,6.2,9.5,both_vintages,-0.5,1.349314,0.1818181818181818,0.4886363636363636,0.7954545454545455,0.1818181818181818,0.4204545454545454,0.6590909090909091,0.3072,25.0,3.9108,0.6301122801539788,0.16,0.48,0.8
25-1021,"Computer science teachers, postsecondary",44.8,47.2,5.3,3.5,96690.0,Doctoral or professional degree,47.8,51.2,7.2,4.5,both_vintages,-1.9000000000000004,1.277778,0.1666666666666666,0.5119047619047619,0.8571428571428571,0.1428571428571428,0.369047619047619,0.5952380952380952,0.2414,26.0,3.8784615384615386,0.5383942253573195,0.15384615384615385,0.5,0.8461538461538461
25-1022,"Mathematical science teachers, postsecondary",58.9,60.2,2.3,4.4,79350.0,Doctoral or professional degree,53.8,57.1,6.0,4.9,both_vintages,-3.7,1.338676,0.2972972972972973,0.5405405405405406,0.7837837837837838,0.1891891891891892,0.4324324324324324,0.6756756756756757,0.4305,23.0,3.6743478260869566,0.5914941518185434,0.30434782608695654,0.5434782608695652,0.782608695652174
25-1031,"Architecture teachers, postsecondary",11.6,11.9,2.0,0.9,101480.0,Doctoral or professional degree,7.8,8.4,7.8,0.7,both_vintages,-5.8,1.222022,0.1951219512195122,0.4878048780487805,0.7804878048780488,0.2195121951219512,0.426829268292683,0.6341463414634146,0.0,22.0,3.9136363636363636,0.5856398078953523,0.18181818181818182,0.4772727272727273,0.7727272727272727
25-1032,"Engineering teachers, postsecondary",50.3,54.4,8.1,4.1,106120.0,Doctoral or professional degree,45.8,51.8,13.3,4.7,both_vintages,-5.200000000000001,1.351133,0.1428571428571428,0.5,0.8571428571428571,0.2142857142857142,0.4166666666666666,0.6190476190476191,0.3589,24.0,3.67125,0.556265380491271,0.16666666666666666,0.5,0.8333333333333334
25-1041,"Agricultural sciences teachers, postsecondary",10.7,11.2,4.1,0.8,86350.0,Doctoral or professional degree,10.9,11.7,7.3,1.0,both_vintages,-3.2,0.7546685,0.2222222222222222,0.5,0.7777777777777778,0.4444444444444445,0.5888888888888889,0.7333333333333334,0.0,23.0,3.8443478260869566,0.5949862166148325,0.21739130434782608,0.5,0.782608695652174
25-1042,"Biological science teachers, postsecondary",66.0,70.8,7.3,5.4,83460.0,Doctoral or professional degree,60.2,67.7,12.4,6.1,both_vintages,-5.1000000000000005,1.227677,0.1428571428571428,0.4693877551020408,0.7959183673469387,0.2040816326530612,0.3979591836734693,0.5918367346938775,0.2914,27.0,3.7177777777777776,1.2338286587595355,0.14814814814814814,0.46296296296296297,0.7777777777777778
25-1043,"Forestry and conservation science teachers, postsecondary",1.6,1.7,4.0,0.1,100830.0,Doctoral or professional degree,1.5,1.6,8.3,0.1,both_vintages,-4.300000000000001,1.260278,0.1956521739130434,0.4782608695652174,0.7608695652173912,0.217391304347826,0.4239130434782608,0.6304347826086957,0.0206,25.0,3.8207999999999998,0.7697948720055537,0.2,0.48,0.76
25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",14.0,14.4,2.6,1.0,101390.0,Doctoral or professional degree,12.7,13.7,7.2,1.2,both_vintages,-4.6,1.306156,0.175,0.475,0.775,0.15,0.4,0.65,0.0396,26.0,3.5276923076923077,0.7855091635888557,0.19230769230769232,0.4807692307692308,0.7692307692307693
25-1052,"Chemistry teachers, postsecondary",25.4,26.0,2.2,1.9,86220.0,Doctoral or professional degree,25.8,27.8,7.7,2.4,both_vintages,-5.5,1.333947,0.1764705882352941,0.4313725490196078,0.6862745098039216,0.2352941176470588,0.4019607843137255,0.5686274509803921,0.2185,28.0,3.812857142857143,0.5883102103866324,0.17857142857142858,0.42857142857142855,0.6785714285714286
25-1053,"Environmental science teachers, postsecondary",9.0,9.3,2.9,0.7,87710.0,Doctoral or professional degree,7.1,7.6,7.7,0.7,both_vintages,-4.800000000000001,1.347519,0.2608695652173913,0.5217391304347826,0.7826086956521738,0.1956521739130434,0.4239130434782608,0.6521739130434783,0.0232,25.0,3.696,0.6147061119350549,0.24,0.5,0.76
25-1054,"Physics teachers, postsecondary",17.1,17.5,2.5,1.3,97360.0,Doctoral or professional degree,16.0,17.3,7.9,1.5,both_vintages,-5.4,1.044191,0.1162790697674418,0.4186046511627906,0.7209302325581395,0.1627906976744186,0.3720930232558139,0.5813953488372093,0.0,24.0,3.6962499999999996,0.7755465081406185,0.125,0.4166666666666667,0.7083333333333334
25-1061,"Anthropology and archeology teachers, postsecondary",6.5,6.7,2.7,0.5,95770.0,Doctoral or professional degree,6.4,6.9,8.3,0.6,both_vintages,-5.6000000000000005,1.321694,0.2857142857142857,0.520408163265306,0.7551020408163265,0.183673469387755,0.4081632653061224,0.6326530612244897,0.0236,27.0,3.840740740740741,0.7389825355677062,0.2692307692307692,0.5,0.7307692307692307
25-1062,"Area, ethnic, and cultural studies teachers, postsecondary",14.5,14.8,2.4,1.1,84290.0,Doctoral or professional degree,11.7,12.7,8.5,1.1,both_vintages,-6.1,1.308699,0.2222222222222222,0.5,0.7777777777777778,0.2444444444444444,0.4444444444444445,0.6444444444444445,0.0,23.0,3.8104347826086955,0.826489571051193,0.21739130434782608,0.5,0.782608695652174
25-1063,"Economics teachers, postsecondary",15.8,16.1,2.1,1.2,119980.0,Doctoral or professional degree,15.3,16.6,8.4,1.5,both_vintages,-6.300000000000001,1.319012,0.1463414634146341,0.475609756097561,0.8048780487804879,0.2195121951219512,0.4390243902439024,0.6585365853658537,0.0,22.0,3.6731818181818183,0.8502150701083355,0.13636363636363635,0.45454545454545453,0.7727272727272727
25-1064,"Geography teachers, postsecondary",4.0,4.2,3.3,0.3,86730.0,Doctoral or professional degree,4.3,4.7,7.6,0.4,both_vintages,-4.3,1.318899,0.1818181818181818,0.4772727272727273,0.7727272727272727,0.25,0.4659090909090909,0.6818181818181819,0.0,25.0,3.6431999999999998,0.8540152582690033,0.2,0.48,0.76
25-1065,"Political science teachers, postsecondary",21.8,22.2,2.0,1.6,94680.0,Doctoral or professional degree,18.2,19.7,8.4,1.7,both_vintages,-6.4,1.368397,0.1707317073170731,0.475609756097561,0.7804878048780488,0.1951219512195122,0.4146341463414634,0.6341463414634146,0.0,22.0,3.8245454545454547,0.8580208620059235,0.18181818181818182,0.4772727272727273,0.7727272727272727
25-1066,"Psychology teachers, postsecondary",52.5,54.4,3.6,4.0,80330.0,Doctoral or professional degree,46.4,50.8,9.6,4.5,both_vintages,-6.0,1.33366,0.16,0.48,0.8,0.16,0.39,0.62,0.3219,29.0,3.6558620689655172,0.7724652744968337,0.1724137931034483,0.46551724137931033,0.7586206896551724
25-1067,"Sociology teachers, postsecondary",15.4,15.7,2.1,1.1,82540.0,Doctoral or professional degree,16.0,17.2,7.6,1.5,both_vintages,-5.5,1.349229,0.1363636363636363,0.4318181818181818,0.7272727272727273,0.2045454545454545,0.3977272727272727,0.5909090909090909,0.0,24.0,3.6804166666666664,0.8632589592003576,0.125,0.4166666666666667,0.7083333333333334
25-1069,"Social sciences teachers, postsecondary, all other",20.7,21.1,1.7,1.5,75040.0,Doctoral or professional degree,19.4,20.5,5.5,1.8,both_vintages,-3.8,,,,,,,,,,,,,,
25-1071,"Health specialties teachers, postsecondary",289.6,339.7,17.3,27.4,105620.0,Doctoral or professional degree,246.7,306.1,24.1,28.9,both_vintages,-6.800000000000001,0.924754,0.125,0.475,0.8250000000000001,0.175,0.3875,0.6000000000000001,0.3045,22.0,3.8786363636363634,0.785509163588856,0.13636363636363635,0.4772727272727273,0.8181818181818182
25-1072,"Nursing instructors and teachers, postsecondary",91.6,106.9,16.8,8.6,79940.0,Doctoral or professional degree,87.0,105.7,21.5,9.9,both_vintages,-4.699999999999999,0.5170682,0.1568627450980392,0.4019607843137255,0.6470588235294118,0.1372549019607843,0.3725490196078431,0.6078431372549019,0.1909,29.0,4.056206896551724,0.67766598605639,0.1724137931034483,0.41379310344827586,0.6551724137931034
25-1081,"Education teachers, postsecondary",74.9,76.5,2.1,5.6,72090.0,Doctoral or professional degree,76.7,83.2,8.5,7.3,both_vintages,-6.4,1.192988,0.1666666666666666,0.4880952380952381,0.8095238095238095,0.1904761904761904,0.4404761904761904,0.6904761904761905,0.2621,24.0,3.62375,0.8743514003179826,0.16666666666666666,0.4791666666666667,0.7916666666666666
25-1082,"Library science teachers, postsecondary",5.1,5.3,3.0,0.4,78630.0,Doctoral or professional degree,5.5,5.9,7.6,0.5,both_vintages,-4.6,1.386292,0.2127659574468085,0.5106382978723404,0.8085106382978723,0.2340425531914893,0.425531914893617,0.6170212765957447,0.018,25.0,3.9528000000000003,0.7665082227855167,0.2,0.5,0.8
25-1111,"Criminal justice and law enforcement teachers, postsecondary",16.2,16.5,2.0,1.2,71470.0,Doctoral or professional degree,16.5,18.2,9.8,1.6,both_vintages,-7.800000000000001,1.389999,0.225,0.5,0.775,0.2,0.4375,0.675,0.0,23.0,3.795217391304348,0.8502150701083355,0.21739130434782608,0.5,0.782608695652174
25-1112,"Law teachers, postsecondary",29.5,30.2,2.2,2.2,126650.0,Doctoral or professional degree,19.1,20.8,8.9,1.8,both_vintages,-6.7,1.35645,0.125,0.45,0.775,0.425,0.5875,0.75,0.0,23.0,3.7673913043478264,0.7360040097120478,0.13043478260869565,0.45652173913043476,0.782608695652174
25-1113,"Social work teachers, postsecondary",17.1,17.5,2.3,1.3,76210.0,Doctoral or professional degree,16.1,17.5,8.9,1.5,both_vintages,-6.6000000000000005,1.347327,0.1590909090909091,0.4204545454545454,0.6818181818181819,0.2954545454545454,0.5113636363636364,0.7272727272727273,0.0,24.0,3.92,0.8407659536007289,0.16666666666666666,0.4375,0.7083333333333334
25-1121,"Art, drama, and music teachers, postsecondary",122.8,124.8,1.7,9.0,80190.0,Master's degree,121.8,132.5,8.8,11.6,both_vintages,-7.1000000000000005,0.7582769,0.125,0.4375,0.75,0.375,0.59375,0.8125,0.2142,28.0,3.8785714285714286,0.7738004757424739,0.14285714285714285,0.44642857142857145,0.75
25-1122,"Communications teachers, postsecondary",35.8,36.6,2.1,2.7,77800.0,Doctoral or professional degree,34.4,36.9,7.3,3.2,both_vintages,-5.199999999999999,1.347435,0.125,0.425,0.7250000000000001,0.325,0.5750000000000001,0.8250000000000001,0.2111,22.0,3.899545454545455,0.7488424832278175,0.13636363636363635,0.45454545454545453,0.7727272727272727
25-1123,"English language and literature teachers, postsecondary",72.2,72.2,0.0,5.1,78270.0,Doctoral or professional degree,72.4,76.9,6.3,6.7,both_vintages,-6.3,1.417833,0.25,0.5267857142857143,0.8035714285714285,0.3571428571428571,0.5714285714285714,0.7857142857142857,0.3618,33.0,3.6827272727272726,1.6453787657810506,0.2727272727272727,0.5454545454545454,0.8181818181818182
25-1124,"Foreign language and literature teachers, postsecondary",26.4,26.4,-0.2,1.9,77010.0,Doctoral or professional degree,25.0,27.0,7.8,2.4,both_vintages,-8.0,1.33412,0.2666666666666666,0.5333333333333333,0.8,0.2888888888888889,0.5666666666666667,0.8444444444444444,0.2403,24.0,3.875,0.9286838202367204,0.2916666666666667,0.5416666666666666,0.7916666666666666
25-1125,"History teachers, postsecondary",24.6,24.6,-0.2,1.7,81500.0,Doctoral or professional degree,23.7,25.4,7.4,2.2,both_vintages,-7.6000000000000005,1.43749,0.2222222222222222,0.5111111111111112,0.8,0.3555555555555555,0.5888888888888889,0.8222222222222223,0.0994,25.0,3.7836000000000003,0.8511394402014708,0.2,0.48,0.76
25-1126,"Philosophy and religion teachers, postsecondary",27.3,27.5,0.7,2.0,78050.0,Doctoral or professional degree,28.2,30.6,8.6,2.7,both_vintages,-7.8999999999999995,1.363522,0.25,0.5113636363636364,0.7727272727272727,0.3636363636363636,0.5909090909090909,0.8181818181818182,0.2197,22.0,3.9263636363636363,0.8011207473840319,0.2727272727272727,0.5227272727272727,0.7727272727272727
25-1192,"Family and consumer sciences teachers, postsecondary",3.2,3.3,3.4,0.2,77280.0,Doctoral or professional degree,3.4,3.6,6.6,0.3,both_vintages,-3.1999999999999997,1.211652,0.2,0.5375,0.875,0.4,0.65,0.9,0.0,23.0,4.086956521739131,0.6842392844964641,0.21739130434782608,0.5434782608695652,0.8695652173913043
25-1193,"Recreation and fitness studies teachers, postsecondary",15.4,15.7,2.4,1.1,75890.0,Doctoral or professional degree,17.1,18.4,7.1,1.6,both_vintages,-4.699999999999999,1.16489,0.2790697674418604,0.5581395348837209,0.8372093023255813,0.3720930232558139,0.6162790697674418,0.8604651162790697,0.1138,23.0,3.857391304347826,0.9836324868842148,0.2608695652173913,0.5434782608695652,0.8260869565217391
25-1194,"Career/technical education teachers, postsecondary",122.2,123.0,0.7,8.8,61490.0,Bachelor's degree,118.8,120.9,1.8,10.2,both_vintages,-1.1,0.1622185,0.1282051282051282,0.4871794871794871,0.8461538461538461,0.2051282051282051,0.4487179487179487,0.6923076923076923,0.1563,20.0,4.0515,0.3339030191981394,0.15,0.5,0.85
25-1199,"Postsecondary teachers, all other",183.4,186.8,1.8,13.5,78490.0,Doctoral or professional degree,253.8,271.8,7.1,23.6,both_vintages,-5.3,,,,,,,,,,,,,,
25-2011,"Preschool teachers, except special education",555.1,578.1,4.1,65.5,37120.0,Associate's degree,483.1,556.0,15.1,63.1,both_vintages,-11.0,0.0306372,0.0606060606060606,0.2272727272727273,0.3939393939393939,0.1515151515151515,0.3106060606060606,0.4696969696969697,0.0,34.0,4.195,0.19134460927903202,0.06060606060606061,0.22727272727272727,0.3939393939393939
25-2012,"Kindergarten teachers, except special education",117.2,115.2,-1.6,12.8,61430.0,Bachelor's degree,124.8,130.1,4.3,14.2,both_vintages,-5.9,0.3644047,0.0547945205479452,0.2328767123287671,0.410958904109589,0.136986301369863,0.2945205479452054,0.4520547945205479,0.0,37.0,4.173513513513513,0.0866853731784769,0.05555555555555555,0.2361111111111111,0.4166666666666667
25-2021,"Elementary school teachers, except special education",1422.7,1394.8,-2.0,91.0,62340.0,Bachelor's degree,1362.3,1417.1,4.0,106.1,both_vintages,-6.0,0.8869491,0.054054054054054,0.3108108108108108,0.5675675675675675,0.1351351351351351,0.3108108108108108,0.4864864864864865,0.103,38.0,4.135526315789474,0.3063773319803288,0.05405405405405406,0.3108108108108108,0.5675675675675675
25-2022,"Middle school teachers, except special and career/technical education",633.7,621.3,-2.0,40.5,62970.0,Bachelor's degree,606.5,631.5,4.1,47.3,both_vintages,-6.1,1.286445,0.072463768115942,0.3478260869565217,0.6231884057971014,0.2028985507246377,0.3405797101449275,0.4782608695652174,0.2972,35.0,3.8017142857142856,0.32804867527494797,0.08823529411764706,0.36764705882352944,0.6470588235294118
25-2023,"Career/technical education teachers, middle school",14.0,13.8,-2.0,0.9,63620.0,Bachelor's degree,11.9,12.3,3.4,0.9,both_vintages,-5.4,0.5199191,0.1935483870967742,0.3225806451612903,0.4516129032258064,0.1612903225806451,0.3387096774193548,0.5161290322580645,0.0,31.0,4.067096774193549,0.3035015139127963,0.2,0.3333333333333333,0.4666666666666667
25-2031,"Secondary school teachers, except special and career/technical education",1094.5,1076.7,-1.6,66.2,64580.0,Bachelor's degree,1058.3,1107.0,4.6,77.9,both_vintages,-6.199999999999999,1.191325,0.0317460317460317,0.3333333333333333,0.6349206349206349,0.1587301587301587,0.3412698412698413,0.5238095238095237,0.2901,32.0,3.68375,0.329281168732462,0.03225806451612903,0.3387096774193548,0.6451612903225806
25-2032,"Career/technical education teachers, secondary school",103.4,101.5,-1.8,6.2,63910.0,Bachelor's degree,84.4,87.2,3.3,6.1,both_vintages,-5.1,0.3734505,0.1515151515151515,0.3333333333333333,0.5151515151515151,0.1212121212121212,0.3333333333333333,0.5454545454545454,0.0,33.0,3.9145454545454546,0.16371621427309518,0.15625,0.34375,0.53125
25-2051,"Special education teachers, preschool",29.3,29.7,1.4,2.1,62190.0,Bachelor's degree,22.0,23.9,8.3,1.9,both_vintages,-6.9,0.3750564,0.1142857142857142,0.1999999999999999,0.2857142857142857,0.1714285714285714,0.3071428571428571,0.4428571428571428,0.0058,36.0,4.2444444444444445,0.0681979713157686,0.11428571428571428,0.18571428571428572,0.2571428571428571
25-2052,"Special education teachers, kindergarten and elementary school",230.2,226.1,-1.8,15.4,63000.0,Bachelor's degree,188.2,195.3,3.8,14.7,both_vintages,-5.6,0.7357486,,,,,,,,,,,,,
25-2057,"Special education teachers, middle school",94.8,93.0,-1.9,6.3,64880.0,Bachelor's degree,79.4,82.2,3.5,6.2,both_vintages,-5.4,,0.0779220779220779,0.3051948051948052,0.5324675324675325,0.1298701298701298,0.3051948051948052,0.4805194805194805,0.134,40.0,3.99375,0.1874417133302378,0.07692307692307693,0.2948717948717949,0.5128205128205128
25-2058,"Special education teachers, secondary school",164.2,161.5,-1.6,11.1,69590.0,Bachelor's degree,147.2,153.4,4.2,11.6,both_vintages,-5.800000000000001,,0.1025641025641025,0.3012820512820512,0.5,0.1538461538461538,0.2948717948717949,0.4358974358974359,0.0989,40.0,3.9204999999999997,0.1746032398144681,0.10256410256410256,0.2948717948717949,0.48717948717948717
25-2059,"Special education teachers, all other",41.0,41.5,1.1,2.9,67430.0,Bachelor's degree,39.5,42.2,6.8,3.2,both_vintages,-5.699999999999999,-0.6632917,0.3,0.475,0.65,0.2,0.25,0.3,0.0257,20.0,4.2245,0.017871155133951398,0.3,0.475,0.65
25-3011,"Adult basic education, adult secondary education, and english as a second language instructors",40.9,35.3,-13.7,3.9,59950.0,Bachelor's degree,44.9,42.1,-6.2,4.7,both_vintages,-7.499999999999999,1.348951,0.1764705882352941,0.4044117647058823,0.6323529411764706,0.2205882352941176,0.4264705882352941,0.6323529411764706,0.0636,37.0,3.6772972972972973,0.350233557510198,0.1388888888888889,0.3888888888888889,0.6388888888888888
25-3021,Self-enrichment teachers,417.5,433.0,3.7,51.4,45590.0,High school diploma or equivalent,347.1,408.3,17.6,49.0,both_vintages,-13.900000000000002,0.526352,0.16,0.36,0.56,0.2,0.38,0.56,0.0662,30.0,3.759666666666667,0.3993278802345019,0.16666666666666666,0.36666666666666664,0.5666666666666667
25-3031,"Substitute teachers, short-term",510.1,518.5,1.6,61.1,38470.0,Bachelor's degree,400.4,433.2,8.2,50.6,both_vintages,-6.6,,0.2777777777777778,0.3611111111111111,0.4444444444444444,0.0,0.0833333333333333,0.1666666666666666,,18.0,4.2283333333333335,0.0,0.29411764705882354,0.38235294117647056,0.47058823529411764
25-3041,Tutors,215.5,216.8,0.6,37.1,40090.0,"Some college, no degree",203.4,232.9,14.5,35.0,both_vintages,-13.9,,0.1714285714285714,0.5428571428571428,0.9142857142857144,0.1714285714285714,0.3714285714285714,0.5714285714285714,0.4077,19.0,3.9363157894736847,2.1056123643743656,0.15789473684210525,0.5263157894736842,0.8947368421052632
25-3099,"Teachers and instructors, all other",153.8,153.5,-0.1,18.0,64690.0,Bachelor's degree,211.6,227.8,7.6,26.6,both_vintages,-7.699999999999999,1.32533,,,,,,,,,,,,,
25-4011,Archivists,9.3,9.7,3.8,1.1,61570.0,Master's degree,8.0,8.7,8.9,1.1,both_vintages,-5.1000000000000005,0.6765602,0.0769230769230769,0.5,0.9230769230769232,0.2307692307692307,0.5,0.7692307692307693,0.1348,13.0,4.22076923076923,0.8836978090374632,0.07692307692307693,0.5,0.9230769230769231
25-4012,Curators,15.1,16.2,7.0,1.8,61770.0,Master's degree,12.9,14.7,14.4,1.8,both_vintages,-7.4,0.7366658,0.1481481481481481,0.5,0.8518518518518519,0.2592592592592592,0.5185185185185185,0.7777777777777777,0.4123,15.0,3.6573333333333333,0.18045758373765938,0.13333333333333333,0.5,0.8666666666666667
25-4013,Museum technicians and conservators,15.7,16.5,5.4,1.9,47460.0,Bachelor's degree,12.7,14.3,12.7,1.8,both_vintages,-7.299999999999999,-0.0912107,0.0526315789473684,0.2368421052631578,0.4210526315789473,0.1052631578947368,0.2368421052631578,0.3684210526315789,0.0,24.0,3.8037500000000004,0.041288530826715,0.041666666666666664,0.2708333333333333,0.5
25-4022,Librarians and media collections specialists,142.1,144.5,1.7,13.5,64320.0,Master's degree,138.4,146.4,5.8,14.9,both_vintages,-4.1,,0.1578947368421052,0.5350877192982456,0.912280701754386,0.2631578947368421,0.5,0.7368421052631579,0.2032,30.0,3.807142857142857,0.5289451088497136,0.16666666666666666,0.5333333333333333,0.9
25-4031,Library technicians,78.6,73.2,-6.8,13.0,39970.0,Postsecondary nondegree award,78.2,74.9,-4.2,10.7,both_vintages,-2.5999999999999996,0.037965,0.3846153846153846,0.5673076923076923,0.75,0.2692307692307693,0.5288461538461539,0.7884615384615385,0.054,31.0,3.6703225806451614,0.2419795488252278,0.3870967741935484,0.5645161290322581,0.7419354838709677
25-9021,Farm and home management educators,12.4,12.1,-2.5,1.1,58120.0,Master's degree,13.1,13.2,0.5,1.2,both_vintages,-3.0,0.8604031,0.074074074074074,0.3703703703703703,0.6666666666666666,0.3703703703703703,0.537037037037037,0.7037037037037037,0.0,15.0,3.7733333333333334,0.0563865756812605,0.06666666666666667,0.36666666666666664,0.6666666666666666
25-9031,Instructional coordinators,232.6,235.5,1.3,21.9,74720.0,Master's degree,205.7,220.8,7.3,20.9,both_vintages,-6.0,1.301855,0.175,0.4875,0.8,0.275,0.525,0.775,0.3043,30.0,3.8461538461538463,1.3231844344292931,0.2,0.5333333333333333,0.8666666666666667
25-9044,"Teaching assistants, postsecondary",193.6,199.6,3.1,24.6,44930.0,Bachelor's degree,155.8,168.3,8.0,20.1,both_vintages,-4.9,,0.3333333333333333,0.5303030303030303,0.7272727272727273,0.1818181818181818,0.3636363636363636,0.5454545454545454,0.1002,20.0,3.7405,0.3002148646927597,0.3,0.5,0.7
25-9045,"Teaching assistants, except postsecondary",1422.8,1401.7,-1.5,170.4,35240.0,"Some college, no degree",1235.1,1297.2,5.0,153.7,both_vintages,-6.5,,,,,,,,,,,,,,
25-9099,"Educational instruction and library workers, all other",132.0,134.0,1.5,12.5,48400.0,Bachelor's degree,179.7,192.5,7.1,18.2,both_vintages,-5.6,,,,,,,,,,,,,,
27-1011,Art directors,135.0,140.7,4.2,12.3,111040.0,Bachelor's degree,121.5,126.2,3.8,13.4,both_vintages,0.40000000000000036,1.02251,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4310344827586206,0.7931034482758621,0.2098,16.0,4.1293750000000005,0.30432317621780586,0.0625,0.5,0.9375
27-1012,Craft artists,11.6,11.9,2.1,1.0,38480.0,No formal educational credential,10.7,11.2,5.1,1.2,both_vintages,-2.9999999999999996,-0.9295284,0.0,0.2586206896551724,0.5172413793103449,0.0689655172413793,0.2241379310344827,0.3793103448275862,0.0539,16.0,3.87875,0.3499254341458203,0.0,0.26666666666666666,0.5333333333333333
27-1013,"Fine artists, including painters, sculptors, and illustrators",26.5,26.2,-1.2,2.2,60560.0,Bachelor's degree,27.1,28.8,6.4,3.1,both_vintages,-7.6000000000000005,-0.5690498,0.0,0.425,0.8500000000000001,0.05,0.3125,0.5750000000000001,0.3565,28.0,3.6310714285714285,0.47789933815101276,0.0,0.39285714285714285,0.7857142857142857
27-1014,Special effects artists and animators,57.1,58.0,1.6,5.0,99800.0,Bachelor's degree,58.9,62.1,5.4,6.7,both_vintages,-3.8000000000000003,0.7058651,0.05,0.525,1.0,0.05,0.475,0.9,0.3571,13.0,3.7,0.7157705754511949,0.07692307692307693,0.5384615384615384,1.0
27-1019,"Artists and related workers, all other",13.9,14.0,0.8,1.2,72760.0,No formal educational credential,14.5,15.2,4.5,1.6,both_vintages,-3.7,,,,,,,,,,,,,,
27-1021,Commercial and industrial designers,30.6,31.6,3.2,2.5,79450.0,Bachelor's degree,29.3,30.3,3.2,2.7,both_vintages,0.0,0.867039,0.0,0.4655172413793103,0.9310344827586208,0.0689655172413793,0.4137931034482758,0.7586206896551724,0.0437,17.0,3.5288235294117647,0.0263959015484224,0.0,0.47058823529411764,0.9411764705882353
27-1022,Fashion designers,25.7,26.2,2.0,2.3,80690.0,Bachelor's degree,22.4,23.0,2.5,2.3,both_vintages,-0.5,0.5801539,0.0,0.390625,0.78125,0.125,0.375,0.625,0.0568,20.0,3.8325000000000005,0.0374883426660474,0.0,0.4,0.8
